ts,hour,day,week,month,year,weekday
1541161381796,12,2,44,11,2018,4
1541161550796,12,2,44,11,2018,4
1541161822796,12,2,44,11,2018,4
1541162141796,12,2,44,11,2018,4
1541162370796,12,2,44,11,2018,4
1541162691796,12,2,44,11,2018,4
1541162912796,12,2,44,11,2018,4
1541163225796,12,2,44,11,2018,4
1541163454796,12,2,44,11,2018,4
1541163717796,13,2,44,11,2018,4
1541163997796,13,2,44,11,2018,4
1541164243796,13,2,44,11,2018,4
1541164499796,13,2,44,11,2018,4
1541164706796,13,2,44,11,2018,4
1541164749796,13,2,44,11,2018,4
1541164945796,13,2,44,11,2018,4
1541165138796,13,2,44,11,2018,4
1541165328796,13,2,44,11,2018,4
1541165410796,13,2,44,11,2018,4
1541165583796,13,2,44,11,2018,4
1541165904796,13,2,44,11,2018,4
1541166099796,13,2,44,11,2018,4
1541166273796,13,2,44,11,2018,4
1541166621796,13,2,44,11,2018,4
1541166847796,13,2,44,11,2018,4
1541167096796,13,2,44,11,2018,4
1541168424796,14,2,44,11,2018,4
1541168577796,14,2,44,11,2018,4
1541168813796,14,2,44,11,2018,4
1541169160796,14,2,44,11,2018,4
1541170090796,14,2,44,11,2018,4
1541172202796,15,2,44,11,2018,4
1541172234796,15,2,44,11,2018,4
1541172424796,15,2,44,11,2018,4
1541172593796,15,2,44,11,2018,4
1541172804796,15,2,44,11,2018,4
1541173059796,15,2,44,11,2018,4
1541173221796,15,2,44,11,2018,4
1541173396796,15,2,44,11,2018,4
1541174197796,15,2,44,11,2018,4
1541174308796,15,2,44,11,2018,4
1541174309796,15,2,44,11,2018,4
1541174356796,15,2,44,11,2018,4
1541174633796,16,2,44,11,2018,4
1541174803796,16,2,44,11,2018,4
1541174900796,16,2,44,11,2018,4
1541175054796,16,2,44,11,2018,4
1541175153796,16,2,44,11,2018,4
1541175433796,16,2,44,11,2018,4
1541175530796,16,2,44,11,2018,4
1541175733796,16,2,44,11,2018,4
1541175894796,16,2,44,11,2018,4
1541176076796,16,2,44,11,2018,4
1541176254796,16,2,44,11,2018,4
1541176327796,16,2,44,11,2018,4
1541176371796,16,2,44,11,2018,4
1541176487796,16,2,44,11,2018,4
1541176500796,16,2,44,11,2018,4
1541176735796,16,2,44,11,2018,4
1541176739796,16,2,44,11,2018,4
1541177162796,16,2,44,11,2018,4
1541177384796,16,2,44,11,2018,4
1541177497796,16,2,44,11,2018,4
1541177709796,16,2,44,11,2018,4
1541178038796,17,2,44,11,2018,4
1541178048796,17,2,44,11,2018,4
1541178784796,17,2,44,11,2018,4
1541179117796,17,2,44,11,2018,4
1541179188796,17,2,44,11,2018,4
1541179528796,17,2,44,11,2018,4
1541179905796,17,2,44,11,2018,4
1541181317796,17,2,44,11,2018,4
1541181542796,17,2,44,11,2018,4
1541181762796,18,2,44,11,2018,4
1541183813796,18,2,44,11,2018,4
1541183943796,18,2,44,11,2018,4
1541184144796,18,2,44,11,2018,4
1541184339796,18,2,44,11,2018,4
1541187675796,19,2,44,11,2018,4
1541191023796,20,2,44,11,2018,4
1541191251796,20,2,44,11,2018,4
1541191397796,20,2,44,11,2018,4
1541207073796,1,3,44,11,2018,5
1541207123796,1,3,44,11,2018,5
1541207150796,1,3,44,11,2018,5
1541207316796,1,3,44,11,2018,5
1541207546796,1,3,44,11,2018,5
1541207775796,1,3,44,11,2018,5
1541239749796,10,3,44,11,2018,5
1541254670796,14,3,44,11,2018,5
1541257880796,15,3,44,11,2018,5
1541259368796,15,3,44,11,2018,5
1541260356796,15,3,44,11,2018,5
1541260488796,15,3,44,11,2018,5
1541260778796,15,3,44,11,2018,5
1541261076796,16,3,44,11,2018,5
1541261259796,16,3,44,11,2018,5
1541261432796,16,3,44,11,2018,5
1541261690796,16,3,44,11,2018,5
1541262101796,16,3,44,11,2018,5
1541262293796,16,3,44,11,2018,5
1541262586796,16,3,44,11,2018,5
1541262843796,16,3,44,11,2018,5
1541262975796,16,3,44,11,2018,5
1541263189796,16,3,44,11,2018,5
1541263390796,16,3,44,11,2018,5
1541263501796,16,3,44,11,2018,5
1541263623796,16,3,44,11,2018,5
1541263842796,16,3,44,11,2018,5
1541264015796,16,3,44,11,2018,5
1541264042796,16,3,44,11,2018,5
1541264282796,16,3,44,11,2018,5
1541264323796,16,3,44,11,2018,5
1541264544796,17,3,44,11,2018,5
1541264572796,17,3,44,11,2018,5
1541264739796,17,3,44,11,2018,5
1541264788796,17,3,44,11,2018,5
1541264992796,17,3,44,11,2018,5
1541265011796,17,3,44,11,2018,5
1541265238796,17,3,44,11,2018,5
1541265329796,17,3,44,11,2018,5
1541265446796,17,3,44,11,2018,5
1541265594796,17,3,44,11,2018,5
1541265658796,17,3,44,11,2018,5
1541265817796,17,3,44,11,2018,5
1541265940796,17,3,44,11,2018,5
1541266009796,17,3,44,11,2018,5
1541266135796,17,3,44,11,2018,5
1541266210796,17,3,44,11,2018,5
1541266371796,17,3,44,11,2018,5
1541266482796,17,3,44,11,2018,5
1541266683796,17,3,44,11,2018,5
1541266753796,17,3,44,11,2018,5
1541266871796,17,3,44,11,2018,5
1541266955796,17,3,44,11,2018,5
1541267082796,17,3,44,11,2018,5
1541267168796,17,3,44,11,2018,5
1541267206796,17,3,44,11,2018,5
1541267244796,17,3,44,11,2018,5
1541267449796,17,3,44,11,2018,5
1541267509796,17,3,44,11,2018,5
1541267645796,17,3,44,11,2018,5
1541267710796,17,3,44,11,2018,5
1541267941796,17,3,44,11,2018,5
1541267983796,17,3,44,11,2018,5
1541268122796,18,3,44,11,2018,5
1541268203796,18,3,44,11,2018,5
1541268341796,18,3,44,11,2018,5
1541268396796,18,3,44,11,2018,5
1541268571796,18,3,44,11,2018,5
1541268623796,18,3,44,11,2018,5
1541268831796,18,3,44,11,2018,5
1541268871796,18,3,44,11,2018,5
1541269086796,18,3,44,11,2018,5
1541269091796,18,3,44,11,2018,5
1541269150796,18,3,44,11,2018,5
1541269220796,18,3,44,11,2018,5
1541269281796,18,3,44,11,2018,5
1541269510796,18,3,44,11,2018,5
1541269515796,18,3,44,11,2018,5
1541269560796,18,3,44,11,2018,5
1541269636796,18,3,44,11,2018,5
1541269743796,18,3,44,11,2018,5
1541269836796,18,3,44,11,2018,5
1541269917796,18,3,44,11,2018,5
1541270028796,18,3,44,11,2018,5
1541270124796,18,3,44,11,2018,5
1541270141796,18,3,44,11,2018,5
1541270199796,18,3,44,11,2018,5
1541270549796,18,3,44,11,2018,5
1541270836796,18,3,44,11,2018,5
1541270854796,18,3,44,11,2018,5
1541271068796,18,3,44,11,2018,5
1541271298796,18,3,44,11,2018,5
1541271531796,18,3,44,11,2018,5
1541271693796,19,3,44,11,2018,5
1541271915796,19,3,44,11,2018,5
1541272413796,19,3,44,11,2018,5
1541272637796,19,3,44,11,2018,5
1541272909796,19,3,44,11,2018,5
1541273180796,19,3,44,11,2018,5
1541273268796,19,3,44,11,2018,5
1541273380796,19,3,44,11,2018,5
1541273619796,19,3,44,11,2018,5
1541273827796,19,3,44,11,2018,5
1541274016796,19,3,44,11,2018,5
1541277256796,20,3,44,11,2018,5
1541279200796,21,3,44,11,2018,5
1541279668796,21,3,44,11,2018,5
1541279864796,21,3,44,11,2018,5
1541280078796,21,3,44,11,2018,5
1541287022796,23,3,44,11,2018,5
1541287269796,23,3,44,11,2018,5
1541290555796,0,4,44,11,2018,6
1541292603796,0,4,44,11,2018,6
1541299033796,2,4,44,11,2018,6
1541300092796,2,4,44,11,2018,6
1541300337796,2,4,44,11,2018,6
1541300540796,3,4,44,11,2018,6
1541304686796,4,4,44,11,2018,6
1541306152796,4,4,44,11,2018,6
1541310546796,5,4,44,11,2018,6
1541310708796,5,4,44,11,2018,6
1541310709796,5,4,44,11,2018,6
1541310732796,5,4,44,11,2018,6
1541310733796,5,4,44,11,2018,6
1541310741796,5,4,44,11,2018,6
1541310957796,5,4,44,11,2018,6
1541311164796,5,4,44,11,2018,6
1541311441796,6,4,44,11,2018,6
1541311623796,6,4,44,11,2018,6
1541311812796,6,4,44,11,2018,6
1541312045796,6,4,44,11,2018,6
1541312311796,6,4,44,11,2018,6
1541312592796,6,4,44,11,2018,6
1541312817796,6,4,44,11,2018,6
1541312981796,6,4,44,11,2018,6
1541313231796,6,4,44,11,2018,6
1541313291796,6,4,44,11,2018,6
1541313299796,6,4,44,11,2018,6
1541313325796,6,4,44,11,2018,6
1541313326796,6,4,44,11,2018,6
1541313397796,6,4,44,11,2018,6
1541313517796,6,4,44,11,2018,6
1541313538796,6,4,44,11,2018,6
1541313667796,6,4,44,11,2018,6
1541313798796,6,4,44,11,2018,6
1541314050796,6,4,44,11,2018,6
1541314272796,6,4,44,11,2018,6
1541314485796,6,4,44,11,2018,6
1541314808796,7,4,44,11,2018,6
1541314903796,7,4,44,11,2018,6
1541315044796,7,4,44,11,2018,6
1541315293796,7,4,44,11,2018,6
1541315503796,7,4,44,11,2018,6
1541315691796,7,4,44,11,2018,6
1541315904796,7,4,44,11,2018,6
1541316143796,7,4,44,11,2018,6
1541316443796,7,4,44,11,2018,6
1541316691796,7,4,44,11,2018,6
1541316941796,7,4,44,11,2018,6
1541317207796,7,4,44,11,2018,6
1541317524796,7,4,44,11,2018,6
1541318378796,7,4,44,11,2018,6
1541323143796,9,4,44,11,2018,6
1541323169796,9,4,44,11,2018,6
1541323401796,9,4,44,11,2018,6
1541323418796,9,4,44,11,2018,6
1541323569796,9,4,44,11,2018,6
1541323681796,9,4,44,11,2018,6
1541323887796,9,4,44,11,2018,6
1541324098796,9,4,44,11,2018,6
1541324292796,9,4,44,11,2018,6
1541324515796,9,4,44,11,2018,6
1541324743796,9,4,44,11,2018,6
1541324956796,9,4,44,11,2018,6
1541325032796,9,4,44,11,2018,6
1541325083796,9,4,44,11,2018,6
1541325328796,9,4,44,11,2018,6
1541325331796,9,4,44,11,2018,6
1541325506796,9,4,44,11,2018,6
1541325548796,9,4,44,11,2018,6
1541325701796,10,4,44,11,2018,6
1541325753796,10,4,44,11,2018,6
1541325860796,10,4,44,11,2018,6
1541325893796,10,4,44,11,2018,6
1541325928796,10,4,44,11,2018,6
1541325944796,10,4,44,11,2018,6
1541325951796,10,4,44,11,2018,6
1541325998796,10,4,44,11,2018,6
1541326194796,10,4,44,11,2018,6
1541326677796,10,4,44,11,2018,6
1541326887796,10,4,44,11,2018,6
1541327221796,10,4,44,11,2018,6
1541327370796,10,4,44,11,2018,6
1541327583796,10,4,44,11,2018,6
1541328038796,10,4,44,11,2018,6
1541328285796,10,4,44,11,2018,6
1541328492796,10,4,44,11,2018,6
1541328736796,10,4,44,11,2018,6
1541329160796,10,4,44,11,2018,6
1541329368796,11,4,44,11,2018,6
1541329386796,11,4,44,11,2018,6
1541329492796,11,4,44,11,2018,6
1541329540796,11,4,44,11,2018,6
1541329807796,11,4,44,11,2018,6
1541330011796,11,4,44,11,2018,6
1541330202796,11,4,44,11,2018,6
1541330400796,11,4,44,11,2018,6
1541330654796,11,4,44,11,2018,6
1541331072796,11,4,44,11,2018,6
1541331102796,11,4,44,11,2018,6
1541331443796,11,4,44,11,2018,6
1541331642796,11,4,44,11,2018,6
1541331833796,11,4,44,11,2018,6
1541331860796,11,4,44,11,2018,6
1541331925796,11,4,44,11,2018,6
1541332042796,11,4,44,11,2018,6
1541332344796,11,4,44,11,2018,6
1541332522796,11,4,44,11,2018,6
1541332819796,12,4,44,11,2018,6
1541337092796,13,4,44,11,2018,6
1541337093796,13,4,44,11,2018,6
1541337277796,13,4,44,11,2018,6
1541338539796,13,4,44,11,2018,6
1541338610796,13,4,44,11,2018,6
1541338826796,13,4,44,11,2018,6
1541339036796,13,4,44,11,2018,6
1541339145796,13,4,44,11,2018,6
1541339696796,13,4,44,11,2018,6
1541339868796,13,4,44,11,2018,6
1541340137796,14,4,44,11,2018,6
1541340347796,14,4,44,11,2018,6
1541340559796,14,4,44,11,2018,6
1541341786796,14,4,44,11,2018,6
1541341787796,14,4,44,11,2018,6
1541343019796,14,4,44,11,2018,6
1541343757796,15,4,44,11,2018,6
1541343771796,15,4,44,11,2018,6
1541344071796,15,4,44,11,2018,6
1541345129796,15,4,44,11,2018,6
1541345142796,15,4,44,11,2018,6
1541345211796,15,4,44,11,2018,6
1541345381796,15,4,44,11,2018,6
1541345543796,15,4,44,11,2018,6
1541345606796,15,4,44,11,2018,6
1541345976796,15,4,44,11,2018,6
1541347731796,16,4,44,11,2018,6
1541348328796,16,4,44,11,2018,6
1541348587796,16,4,44,11,2018,6
1541348754796,16,4,44,11,2018,6
1541348799796,16,4,44,11,2018,6
1541348981796,16,4,44,11,2018,6
1541350228796,16,4,44,11,2018,6
1541351496796,17,4,44,11,2018,6
1541351792796,17,4,44,11,2018,6
1541351921796,17,4,44,11,2018,6
1541353043796,17,4,44,11,2018,6
1541354594796,18,4,44,11,2018,6
1541356206796,18,4,44,11,2018,6
1541356400796,18,4,44,11,2018,6
1541356620796,18,4,44,11,2018,6
1541356858796,18,4,44,11,2018,6
1541357088796,18,4,44,11,2018,6
1541358875796,19,4,44,11,2018,6
1541359160796,19,4,44,11,2018,6
1541359395796,19,4,44,11,2018,6
1541359556796,19,4,44,11,2018,6
1541359827796,19,4,44,11,2018,6
1541360115796,19,4,44,11,2018,6
1541360384796,19,4,44,11,2018,6
1541360619796,19,4,44,11,2018,6
1541360693796,19,4,44,11,2018,6
1541360696796,19,4,44,11,2018,6
1541360843796,19,4,44,11,2018,6
1541361008796,19,4,44,11,2018,6
1541361369796,19,4,44,11,2018,6
1541361674796,20,4,44,11,2018,6
1541362145796,20,4,44,11,2018,6
1541362380796,20,4,44,11,2018,6
1541362580796,20,4,44,11,2018,6
1541362724796,20,4,44,11,2018,6
1541362876796,20,4,44,11,2018,6
1541363043796,20,4,44,11,2018,6
1541363457796,20,4,44,11,2018,6
1541363544796,20,4,44,11,2018,6
1541363743796,20,4,44,11,2018,6
1541363948796,20,4,44,11,2018,6
1541364438796,20,4,44,11,2018,6
1541364680796,20,4,44,11,2018,6
1541364846796,20,4,44,11,2018,6
1541365304796,21,4,44,11,2018,6
1541372184796,22,4,44,11,2018,6
1541372316796,22,4,44,11,2018,6
1541372534796,23,4,44,11,2018,6
1541373796796,23,4,44,11,2018,6
1541373956796,23,4,44,11,2018,6
1541373957796,23,4,44,11,2018,6
1541373965796,23,4,44,11,2018,6
1541375113796,23,4,44,11,2018,6
1541377992796,0,5,45,11,2018,0
1541381242796,1,5,45,11,2018,0
1541381456796,1,5,45,11,2018,0
1541381694796,1,5,45,11,2018,0
1541382040796,1,5,45,11,2018,0
1541382120796,1,5,45,11,2018,0
1541382278796,1,5,45,11,2018,0
1541382480796,1,5,45,11,2018,0
1541382653796,1,5,45,11,2018,0
1541382842796,1,5,45,11,2018,0
1541383104796,1,5,45,11,2018,0
1541383311796,2,5,45,11,2018,0
1541383518796,2,5,45,11,2018,0
1541383787796,2,5,45,11,2018,0
1541384284796,2,5,45,11,2018,0
1541384515796,2,5,45,11,2018,0
1541384741796,2,5,45,11,2018,0
1541385017796,2,5,45,11,2018,0
1541385246796,2,5,45,11,2018,0
1541385481796,2,5,45,11,2018,0
1541385750796,2,5,45,11,2018,0
1541385911796,2,5,45,11,2018,0
1541386112796,2,5,45,11,2018,0
1541386369796,2,5,45,11,2018,0
1541386559796,2,5,45,11,2018,0
1541386758796,2,5,45,11,2018,0
1541387058796,3,5,45,11,2018,0
1541392598796,4,5,45,11,2018,0
1541392825796,4,5,45,11,2018,0
1541393054796,4,5,45,11,2018,0
1541393112796,4,5,45,11,2018,0
1541393246796,4,5,45,11,2018,0
1541393249796,4,5,45,11,2018,0
1541394769796,5,5,45,11,2018,0
1541396838796,5,5,45,11,2018,0
1541397117796,5,5,45,11,2018,0
1541397291796,5,5,45,11,2018,0
1541397425796,5,5,45,11,2018,0
1541399572796,6,5,45,11,2018,0
1541399606796,6,5,45,11,2018,0
1541402189796,7,5,45,11,2018,0
1541402262796,7,5,45,11,2018,0
1541404103796,7,5,45,11,2018,0
1541404104796,7,5,45,11,2018,0
1541404109796,7,5,45,11,2018,0
1541407366796,8,5,45,11,2018,0
1541407642796,8,5,45,11,2018,0
1541407807796,8,5,45,11,2018,0
1541407889796,8,5,45,11,2018,0
1541408075796,8,5,45,11,2018,0
1541408090796,8,5,45,11,2018,0
1541408331796,8,5,45,11,2018,0
1541408497796,9,5,45,11,2018,0
1541408662796,9,5,45,11,2018,0
1541408942796,9,5,45,11,2018,0
1541409038796,9,5,45,11,2018,0
1541409134796,9,5,45,11,2018,0
1541409247796,9,5,45,11,2018,0
1541409629796,9,5,45,11,2018,0
1541409662796,9,5,45,11,2018,0
1541409854796,9,5,45,11,2018,0
1541409990796,9,5,45,11,2018,0
1541410138796,9,5,45,11,2018,0
1541410231796,9,5,45,11,2018,0
1541410265796,9,5,45,11,2018,0
1541410380796,9,5,45,11,2018,0
1541410399796,9,5,45,11,2018,0
1541410537796,9,5,45,11,2018,0
1541410731796,9,5,45,11,2018,0
1541410782796,9,5,45,11,2018,0
1541410946796,9,5,45,11,2018,0
1541411000796,9,5,45,11,2018,0
1541411089796,9,5,45,11,2018,0
1541411249796,9,5,45,11,2018,0
1541411296796,9,5,45,11,2018,0
1541411470796,9,5,45,11,2018,0
1541411523796,9,5,45,11,2018,0
1541411561796,9,5,45,11,2018,0
1541411683796,9,5,45,11,2018,0
1541411750796,9,5,45,11,2018,0
1541411918796,9,5,45,11,2018,0
1541411992796,9,5,45,11,2018,0
1541412174796,10,5,45,11,2018,0
1541412225796,10,5,45,11,2018,0
1541412387796,10,5,45,11,2018,0
1541412546796,10,5,45,11,2018,0
1541412573796,10,5,45,11,2018,0
1541412664796,10,5,45,11,2018,0
1541412804796,10,5,45,11,2018,0
1541412827796,10,5,45,11,2018,0
1541412885796,10,5,45,11,2018,0
1541412992796,10,5,45,11,2018,0
1541413092796,10,5,45,11,2018,0
1541413101796,10,5,45,11,2018,0
1541413249796,10,5,45,11,2018,0
1541413331796,10,5,45,11,2018,0
1541413486796,10,5,45,11,2018,0
1541413520796,10,5,45,11,2018,0
1541413747796,10,5,45,11,2018,0
1541413792796,10,5,45,11,2018,0
1541413921796,10,5,45,11,2018,0
1541414107796,10,5,45,11,2018,0
1541414251796,10,5,45,11,2018,0
1541414462796,10,5,45,11,2018,0
1541414463796,10,5,45,11,2018,0
1541414523796,10,5,45,11,2018,0
1541414660796,10,5,45,11,2018,0
1541414741796,10,5,45,11,2018,0
1541414804796,10,5,45,11,2018,0
1541414811796,10,5,45,11,2018,0
1541414815796,10,5,45,11,2018,0
1541414861796,10,5,45,11,2018,0
1541414906796,10,5,45,11,2018,0
1541415026796,10,5,45,11,2018,0
1541415139796,10,5,45,11,2018,0
1541415182796,10,5,45,11,2018,0
1541415327796,10,5,45,11,2018,0
1541415367796,10,5,45,11,2018,0
1541415427796,10,5,45,11,2018,0
1541415465796,10,5,45,11,2018,0
1541415469796,10,5,45,11,2018,0
1541415568796,10,5,45,11,2018,0
1541415604796,11,5,45,11,2018,0
1541415751796,11,5,45,11,2018,0
1541415789796,11,5,45,11,2018,0
1541416108796,11,5,45,11,2018,0
1541416136796,11,5,45,11,2018,0
1541416256796,11,5,45,11,2018,0
1541416310796,11,5,45,11,2018,0
1541416440796,11,5,45,11,2018,0
1541416468796,11,5,45,11,2018,0
1541416645796,11,5,45,11,2018,0
1541416721796,11,5,45,11,2018,0
1541416884796,11,5,45,11,2018,0
1541416917796,11,5,45,11,2018,0
1541417123796,11,5,45,11,2018,0
1541417129796,11,5,45,11,2018,0
1541417264796,11,5,45,11,2018,0
1541417344796,11,5,45,11,2018,0
1541417402796,11,5,45,11,2018,0
1541417451796,11,5,45,11,2018,0
1541417452796,11,5,45,11,2018,0
1541417462796,11,5,45,11,2018,0
1541417478796,11,5,45,11,2018,0
1541417518796,11,5,45,11,2018,0
1541417607796,11,5,45,11,2018,0
1541417816796,11,5,45,11,2018,0
1541418088796,11,5,45,11,2018,0
1541418136796,11,5,45,11,2018,0
1541418418796,11,5,45,11,2018,0
1541418786796,11,5,45,11,2018,0
1541418958796,11,5,45,11,2018,0
1541419169796,11,5,45,11,2018,0
1541419348796,12,5,45,11,2018,0
1541419491796,12,5,45,11,2018,0
1541419738796,12,5,45,11,2018,0
1541419879796,12,5,45,11,2018,0
1541420111796,12,5,45,11,2018,0
1541420342796,12,5,45,11,2018,0
1541420496796,12,5,45,11,2018,0
1541420725796,12,5,45,11,2018,0
1541420773796,12,5,45,11,2018,0
1541420990796,12,5,45,11,2018,0
1541420993796,12,5,45,11,2018,0
1541420996796,12,5,45,11,2018,0
1541421202796,12,5,45,11,2018,0
1541421220796,12,5,45,11,2018,0
1541421390796,12,5,45,11,2018,0
1541421444796,12,5,45,11,2018,0
1541421670796,12,5,45,11,2018,0
1541421833796,12,5,45,11,2018,0
1541422122796,12,5,45,11,2018,0
1541422123796,12,5,45,11,2018,0
1541422142796,12,5,45,11,2018,0
1541422143796,12,5,45,11,2018,0
1541422145796,12,5,45,11,2018,0
1541422372796,12,5,45,11,2018,0
1541422659796,12,5,45,11,2018,0
1541422931796,13,5,45,11,2018,0
1541423192796,13,5,45,11,2018,0
1541423399796,13,5,45,11,2018,0
1541423625796,13,5,45,11,2018,0
1541423928796,13,5,45,11,2018,0
1541424150796,13,5,45,11,2018,0
1541424498796,13,5,45,11,2018,0
1541424712796,13,5,45,11,2018,0
1541424913796,13,5,45,11,2018,0
1541425134796,13,5,45,11,2018,0
1541425366796,13,5,45,11,2018,0
1541425602796,13,5,45,11,2018,0
1541425667796,13,5,45,11,2018,0
1541425712796,13,5,45,11,2018,0
1541425907796,13,5,45,11,2018,0
1541426096796,13,5,45,11,2018,0
1541426353796,13,5,45,11,2018,0
1541426565796,14,5,45,11,2018,0
1541426796796,14,5,45,11,2018,0
1541427047796,14,5,45,11,2018,0
1541427222796,14,5,45,11,2018,0
1541427387796,14,5,45,11,2018,0
1541427638796,14,5,45,11,2018,0
1541427747796,14,5,45,11,2018,0
1541427789796,14,5,45,11,2018,0
1541427856796,14,5,45,11,2018,0
1541427896796,14,5,45,11,2018,0
1541427929796,14,5,45,11,2018,0
1541428431796,14,5,45,11,2018,0
1541428525796,14,5,45,11,2018,0
1541428530796,14,5,45,11,2018,0
1541428696796,14,5,45,11,2018,0
1541428783796,14,5,45,11,2018,0
1541428980796,14,5,45,11,2018,0
1541429034796,14,5,45,11,2018,0
1541429046796,14,5,45,11,2018,0
1541429273796,14,5,45,11,2018,0
1541429341796,14,5,45,11,2018,0
1541429523796,14,5,45,11,2018,0
1541429532796,14,5,45,11,2018,0
1541429782796,14,5,45,11,2018,0
1541429962796,14,5,45,11,2018,0
1541430115796,15,5,45,11,2018,0
1541430344796,15,5,45,11,2018,0
1541430369796,15,5,45,11,2018,0
1541430545796,15,5,45,11,2018,0
1541430554796,15,5,45,11,2018,0
1541430571796,15,5,45,11,2018,0
1541430603796,15,5,45,11,2018,0
1541430649796,15,5,45,11,2018,0
1541430779796,15,5,45,11,2018,0
1541430826796,15,5,45,11,2018,0
1541430859796,15,5,45,11,2018,0
1541430874796,15,5,45,11,2018,0
1541430880796,15,5,45,11,2018,0
1541430967796,15,5,45,11,2018,0
1541431124796,15,5,45,11,2018,0
1541431190796,15,5,45,11,2018,0
1541431201796,15,5,45,11,2018,0
1541431216796,15,5,45,11,2018,0
1541431327796,15,5,45,11,2018,0
1541431350796,15,5,45,11,2018,0
1541431427796,15,5,45,11,2018,0
1541431454796,15,5,45,11,2018,0
1541431456796,15,5,45,11,2018,0
1541431481796,15,5,45,11,2018,0
1541431670796,15,5,45,11,2018,0
1541431749796,15,5,45,11,2018,0
1541431761796,15,5,45,11,2018,0
1541431879796,15,5,45,11,2018,0
1541432118796,15,5,45,11,2018,0
1541432163796,15,5,45,11,2018,0
1541432383796,15,5,45,11,2018,0
